constructo,cond,id_celda_real,variante,nulo,canal,k,estimador,n_trazas,n_pares,im_obs,umbral_p95,nulo_media,nulo_sd,p_perm,rechaza,p_holm,confirma
E215C,100uM,1,centros_4_8_16,paridad,dwell_paso,4,mm,60,402,0.118534,0.0336613,0.0137332,0.0112471,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,dwell_paso,4,pt,60,402,0.116739,0.0323219,0.0133169,0.0109195,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,dwell_paso,4,nsb,60,402,0.1102,0.0257987,0.00689766,0.0108623,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,evento,8,plugin,60,402,0.606254,0.523251,0.471102,0.0306586,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,evento,8,mm,60,402,0.444758,0.358113,0.299667,0.0340177,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,evento,8,pt,60,402,0.333506,0.251687,0.189356,0.0370627,0.001998,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,evento,8,nsb,60,402,0.25459,0.16765,0.101512,0.0390625,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,dwell,8,plugin,60,402,0.159317,0.143237,0.108245,0.0201482,0.00699301,True,0.013986,True
E215C,100uM,1,centros_4_8_16,paridad,dwell,8,mm,60,402,0.0731857,0.0563202,0.020492,0.0203048,0.004995,True,0.00999001,True
E215C,100uM,1,centros_4_8_16,paridad,dwell,8,pt,60,402,0.0731857,0.0563202,0.0204884,0.0202967,0.004995,True,0.00999001,True
E215C,100uM,1,centros_4_8_16,paridad,dwell,8,nsb,60,402,0.0381943,0.031879,0.0120156,0.00974994,0.024975,True,0.04995,True
E215C,100uM,1,centros_4_8_16,paridad,paso,8,plugin,60,402,0.0522698,0.0378561,0.0214071,0.00899877,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,paso,8,mm,60,402,0.048681,0.0327985,0.0165227,0.00904533,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,paso,8,pt,60,402,0.0468866,0.0322766,0.0159611,0.00898427,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,paso,8,nsb,60,402,0.0461336,0.0301813,0.0138937,0.0089655,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,dwell_paso,8,plugin,60,402,0.167645,0.0617274,0.0405845,0.0118437,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,dwell_paso,8,mm,60,402,0.151495,0.0448211,0.0224504,0.0125369,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,dwell_paso,8,pt,60,402,0.144318,0.0392203,0.0173955,0.0120025,0.000999001,True,0.002997,True
E215C,100uM,1,centros_4_8_16,paridad,dwell_paso,8,nsb,60,402,0.136955,0.0300203,0.0080942,0.0123329,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,evento,4,plugin,60,402,0.358667,0.300324,0.248413,0.0305962,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,evento,4,mm,60,402,0.163077,0.109459,0.0499241,0.03441,0.002997,True,0.002997,True
E215C,100uM,1,terciles,orden,evento,4,pt,60,402,0.143339,0.084996,0.0330855,0.0305962,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,evento,4,nsb,60,402,0.120418,0.0514485,0.00790338,0.0233587,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell,4,plugin,60,402,0.0382103,0.0282954,0.0152988,0.00733586,0.011988,True,0.023976,True
E215C,100uM,1,terciles,orden,dwell,4,mm,60,402,0.0220607,0.0121458,-0.000850734,0.00733586,0.011988,True,0.023976,True
E215C,100uM,1,terciles,orden,dwell,4,pt,60,402,0.0220607,0.0121458,-0.000850734,0.00733586,0.011988,True,0.023976,True
E215C,100uM,1,terciles,orden,dwell,4,nsb,60,402,0.0131685,0.00594217,0.000190837,0.00330212,0.011988,True,0.023976,True
E215C,100uM,1,terciles,orden,paso,4,plugin,60,402,0.049429,0.0271901,0.0133113,0.0076309,0.001998,True,0.002997,True
E215C,100uM,1,terciles,orden,paso,4,mm,60,402,0.0422514,0.0200125,0.0061337,0.0076309,0.001998,True,0.002997,True
E215C,100uM,1,terciles,orden,paso,4,pt,60,402,0.0422514,0.0200125,0.0061337,0.0076309,0.001998,True,0.002997,True
E215C,100uM,1,terciles,orden,paso,4,nsb,60,402,0.0358568,0.0144755,0.00402608,0.00546509,0.001998,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell_paso,4,plugin,60,402,0.11691,0.0316499,0.0154227,0.00807227,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell_paso,4,mm,60,402,0.106143,0.0208835,0.00465635,0.00807227,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell_paso,4,pt,60,402,0.106143,0.0208835,0.00465635,0.00807227,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell_paso,4,nsb,60,402,0.0965339,0.0137544,0.00281314,0.00496716,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,evento,8,plugin,60,402,1.12448,1.07086,1.00585,0.0385486,0.003996,True,0.003996,True
E215C,100uM,1,terciles,orden,evento,8,mm,60,402,0.733304,0.667026,0.585098,0.0492563,0.003996,True,0.003996,True
E215C,100uM,1,terciles,orden,evento,8,pt,60,402,0.290088,0.198516,0.0782207,0.063577,0.003996,True,0.003996,True
E215C,100uM,1,terciles,orden,evento,8,nsb,60,402,0.190901,0.0977134,0.0108492,0.0463642,0.003996,True,0.003996,True
E215C,100uM,1,terciles,orden,dwell,8,plugin,60,402,0.159317,0.13283,0.0968455,0.0197436,0.004995,True,0.00999001,True
E215C,100uM,1,terciles,orden,dwell,8,mm,60,402,0.0731857,0.0449093,0.00906358,0.0199234,0.004995,True,0.00999001,True
E215C,100uM,1,terciles,orden,dwell,8,pt,60,402,0.0731857,0.0449093,0.00905999,0.0199164,0.004995,True,0.00999001,True
E215C,100uM,1,terciles,orden,dwell,8,nsb,60,402,0.0381943,0.021685,0.00729204,0.00745073,0.00699301,True,0.013986,True
E215C,100uM,1,terciles,orden,paso,8,plugin,60,402,0.049429,0.0271901,0.0133113,0.0076309,0.001998,True,0.002997,True
E215C,100uM,1,terciles,orden,paso,8,mm,60,402,0.0422514,0.0200125,0.0061337,0.0076309,0.001998,True,0.002997,True
E215C,100uM,1,terciles,orden,paso,8,pt,60,402,0.0422514,0.0200125,0.0061337,0.0076309,0.001998,True,0.002997,True
E215C,100uM,1,terciles,orden,paso,8,nsb,60,402,0.0358568,0.0144755,0.00402608,0.00546509,0.001998,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell_paso,8,plugin,60,402,0.146302,0.0494547,0.0295516,0.0108957,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell_paso,8,mm,60,402,0.121181,0.0243332,0.00443005,0.0108957,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell_paso,8,pt,60,402,0.121181,0.0243332,0.00443005,0.0108957,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,orden,dwell_paso,8,nsb,60,402,0.106289,0.0131959,0.00321049,0.00496998,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,evento,4,plugin,60,402,0.358667,0.320752,0.27149,0.0305043,0.001998,True,0.002997,True
E215C,100uM,1,terciles,paridad,evento,4,mm,60,402,0.163077,0.131317,0.0743952,0.0342638,0.00599401,True,0.00599401,True
E215C,100uM,1,terciles,paridad,evento,4,pt,60,402,0.143339,0.105425,0.0561623,0.0305043,0.001998,True,0.002997,True
E215C,100uM,1,terciles,paridad,evento,4,nsb,60,402,0.120418,0.073724,0.0293411,0.0253102,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,dwell,4,plugin,60,402,0.0382103,0.0325898,0.017811,0.00783019,0.018981,True,0.037962,True
E215C,100uM,1,terciles,paridad,dwell,4,mm,60,402,0.0220607,0.0164402,0.00166146,0.00783019,0.018981,True,0.037962,True
E215C,100uM,1,terciles,paridad,dwell,4,pt,60,402,0.0220607,0.0164402,0.00166146,0.00783019,0.018981,True,0.037962,True
E215C,100uM,1,terciles,paridad,dwell,4,nsb,60,402,0.0131685,0.00892517,0.00120049,0.00383186,0.018981,True,0.037962,True
E215C,100uM,1,terciles,paridad,paso,4,plugin,60,402,0.049429,0.0360768,0.0197138,0.00906236,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,paso,4,mm,60,402,0.0422514,0.0288992,0.0125362,0.00906236,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,paso,4,pt,60,402,0.0422514,0.0288992,0.0125362,0.00906236,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,paso,4,nsb,60,402,0.0358568,0.0228914,0.00869631,0.00743139,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,dwell_paso,4,plugin,60,402,0.11691,0.0388477,0.0209089,0.01027,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,dwell_paso,4,mm,60,402,0.106143,0.0280813,0.0101425,0.01027,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,dwell_paso,4,pt,60,402,0.106143,0.0280813,0.0101425,0.01027,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,dwell_paso,4,nsb,60,402,0.0965339,0.0205312,0.00642149,0.00759591,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,evento,8,plugin,60,402,1.12448,1.08507,1.01749,0.0388641,0.00599401,True,0.00599401,True
E215C,100uM,1,terciles,paridad,evento,8,mm,60,402,0.733304,0.683782,0.599706,0.0492414,0.00599401,True,0.00599401,True
E215C,100uM,1,terciles,paridad,evento,8,pt,60,402,0.290088,0.223566,0.095371,0.0656216,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,evento,8,nsb,60,402,0.190901,0.118942,0.0280838,0.0493757,0.002997,True,0.002997,True
E215C,100uM,1,terciles,paridad,dwell,8,plugin,60,402,0.159317,0.143237,0.108245,0.0201482,0.00699301,True,0.013986,True
E215C,100uM,1,terciles,paridad,dwell,8,mm,60,402,0.0731857,0.0563202,0.020492,0.0203048,0.004995,True,0.00999001,True
E215C,100uM,1,terciles,paridad,dwell,8,pt,60,402,0.0731857,0.0563202,0.0204884,0.0202967,0.004995,True,0.00999001,True
E215C,100uM,1,terciles,paridad,dwell,8,nsb,60,402,0.0381943,0.031879,0.0120156,0.00974994,0.024975,True,0.04995,True
E215C,100uM,1,terciles,paridad,paso,8,plugin,60,402,0.049429,0.0360768,0.0197138,0.00906236,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,paso,8,mm,60,402,0.0422514,0.0288992,0.0125362,0.00906236,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,paso,8,pt,60,402,0.0422514,0.0288992,0.0125362,0.00906236,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,paso,8,nsb,60,402,0.0358568,0.0228914,0.00869631,0.00743139,0.00699301,True,0.00699301,True
E215C,100uM,1,terciles,paridad,dwell_paso,8,plugin,60,402,0.146302,0.0582415,0.0358401,0.0124268,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,dwell_paso,8,mm,60,402,0.121181,0.03312,0.0107185,0.0124268,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,dwell_paso,8,pt,60,402,0.121181,0.03312,0.0107185,0.0124268,0.000999001,True,0.002997,True
E215C,100uM,1,terciles,paridad,dwell_paso,8,nsb,60,402,0.106289,0.0203541,0.00642977,0.00706329,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,evento,4,plugin,93,679,0.4564,0.207771,0.17577,0.0185924,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,evento,4,mm,93,679,0.387346,0.127086,0.0930286,0.0201578,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,evento,4,pt,93,679,0.33529,0.0815594,0.0486588,0.0189356,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,evento,4,nsb,93,679,0.347751,0.0849324,0.0507236,0.0204092,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell,4,plugin,93,679,0.0117239,0.0335501,0.0211653,0.00721759,0.919081,False,0.919081,False
E215C,1mM,2,centros_4_8_16,orden,dwell,4,mm,93,679,0.00216257,0.0239887,0.011604,0.00721759,0.919081,False,0.919081,False
E215C,1mM,2,centros_4_8_16,orden,dwell,4,pt,93,679,0.00216257,0.0239887,0.011604,0.00721759,0.919081,False,0.919081,False
E215C,1mM,2,centros_4_8_16,orden,dwell,4,nsb,93,679,0.000850348,0.0180165,0.00741839,0.0057374,0.911089,False,0.911089,False
E215C,1mM,2,centros_4_8_16,orden,paso,4,plugin,93,679,0.123369,0.0353145,0.0222863,0.00766806,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,paso,4,mm,93,679,0.11912,0.0317524,0.0181112,0.0077204,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,paso,4,pt,93,679,0.11912,0.0317524,0.0181112,0.0077204,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,paso,4,nsb,93,679,0.117481,0.0301197,0.016716,0.00765704,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell_paso,4,plugin,93,679,0.105819,0.0194109,0.00992402,0.00502497,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell_paso,4,mm,93,679,0.0994451,0.0130367,0.00354981,0.00502497,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell_paso,4,pt,93,679,0.0994451,0.0130367,0.00354981,0.00502497,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell_paso,4,nsb,93,679,0.0956358,0.00964917,0.000317827,0.00505625,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,evento,8,plugin,93,679,0.791101,0.548462,0.505416,0.0256428,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,evento,8,mm,93,679,0.615811,0.348368,0.29882,0.0292411,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,evento,8,pt,93,679,0.492576,0.212391,0.155968,0.0333062,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,evento,8,nsb,93,679,0.443192,0.155777,0.0998901,0.0326448,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell,8,plugin,93,679,0.0737563,0.0880304,0.0659342,0.0123973,0.242757,False,0.242757,False
E215C,1mM,2,centros_4_8_16,orden,dwell,8,mm,93,679,0.0217002,0.0359744,0.0138782,0.0123973,0.242757,False,0.242757,False
E215C,1mM,2,centros_4_8_16,orden,dwell,8,pt,93,679,0.0217002,0.0359744,0.0138782,0.0123973,0.242757,False,0.242757,False
E215C,1mM,2,centros_4_8_16,orden,dwell,8,nsb,93,679,0.0118727,0.0222248,0.00857271,0.0066437,0.226773,False,0.226773,False
E215C,1mM,2,centros_4_8_16,orden,paso,8,plugin,93,679,0.123369,0.0353145,0.0222863,0.00766806,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,paso,8,mm,93,679,0.11912,0.0317524,0.0181112,0.0077204,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,paso,8,pt,93,679,0.11912,0.0317524,0.0181112,0.0077204,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,paso,8,nsb,93,679,0.117481,0.0301197,0.016716,0.00765704,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell_paso,8,plugin,93,679,0.124646,0.0298973,0.0182832,0.00652627,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell_paso,8,mm,93,679,0.109773,0.015665,0.00347695,0.00662151,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell_paso,8,pt,93,679,0.109773,0.015665,0.00347695,0.00662151,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,orden,dwell_paso,8,nsb,93,679,0.102589,0.00931805,-0.0023267,0.00662434,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,evento,4,plugin,93,679,0.4564,0.22906,0.194118,0.0199332,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,evento,4,mm,93,679,0.387346,0.149633,0.112365,0.0214008,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,evento,4,pt,93,679,0.33529,0.102277,0.0670326,0.0202629,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,evento,4,nsb,93,679,0.347751,0.107911,0.0704389,0.0216676,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell,4,plugin,93,679,0.0117239,0.0286165,0.0182122,0.00595273,0.868132,False,0.868132,False
E215C,1mM,2,centros_4_8_16,paridad,dwell,4,mm,93,679,0.00216257,0.0190552,0.00865084,0.00595273,0.868132,False,0.868132,False
E215C,1mM,2,centros_4_8_16,paridad,dwell,4,pt,93,679,0.00216257,0.0190552,0.00865084,0.00595273,0.868132,False,0.868132,False
E215C,1mM,2,centros_4_8_16,paridad,dwell,4,nsb,93,679,0.000850348,0.0133235,0.00506036,0.00437015,0.856144,False,0.856144,False
E215C,1mM,2,centros_4_8_16,paridad,paso,4,plugin,93,679,0.123369,0.0541266,0.0369722,0.00983754,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,paso,4,mm,93,679,0.11912,0.0501217,0.0328151,0.00986614,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,paso,4,pt,93,679,0.11912,0.0501217,0.0328151,0.00986614,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,paso,4,nsb,93,679,0.117481,0.0485577,0.0313615,0.00980435,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell_paso,4,plugin,93,679,0.105819,0.0210542,0.0115436,0.00521426,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell_paso,4,mm,93,679,0.0994451,0.01468,0.00516942,0.00521426,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell_paso,4,pt,93,679,0.0994451,0.01468,0.00516942,0.00521426,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell_paso,4,nsb,93,679,0.0956358,0.0115218,0.00193112,0.00523813,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,evento,8,plugin,93,679,0.791101,0.558815,0.517413,0.025218,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,evento,8,mm,93,679,0.615811,0.361436,0.312806,0.0288077,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,evento,8,pt,93,679,0.492576,0.22632,0.172477,0.0327748,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,evento,8,nsb,93,679,0.443192,0.168468,0.115354,0.032363,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell,8,plugin,93,679,0.0737563,0.0849035,0.0651207,0.0111213,0.205794,False,0.205794,False
E215C,1mM,2,centros_4_8_16,paridad,dwell,8,mm,93,679,0.0217002,0.0328475,0.0130647,0.0111213,0.205794,False,0.205794,False
E215C,1mM,2,centros_4_8_16,paridad,dwell,8,pt,93,679,0.0217002,0.0328475,0.0130647,0.0111213,0.205794,False,0.205794,False
E215C,1mM,2,centros_4_8_16,paridad,dwell,8,nsb,93,679,0.0118727,0.0195564,0.00811169,0.00577946,0.193806,False,0.193806,False
E215C,1mM,2,centros_4_8_16,paridad,paso,8,plugin,93,679,0.123369,0.0541266,0.0369722,0.00983754,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,paso,8,mm,93,679,0.11912,0.0501217,0.0328151,0.00986614,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,paso,8,pt,93,679,0.11912,0.0501217,0.0328151,0.00986614,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,paso,8,nsb,93,679,0.117481,0.0485577,0.0313615,0.00980435,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell_paso,8,plugin,93,679,0.124646,0.0324255,0.020027,0.00675321,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell_paso,8,mm,93,679,0.109773,0.0180069,0.00521763,0.00683856,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell_paso,8,pt,93,679,0.109773,0.0180069,0.00521763,0.00683856,0.000999001,True,0.002997,True
E215C,1mM,2,centros_4_8_16,paridad,dwell_paso,8,nsb,93,679,0.102589,0.0119231,-0.000676566,0.00683418,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,evento,4,plugin,93,679,0.482462,0.224483,0.190748,0.020015,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,evento,4,mm,93,679,0.376225,0.109971,0.0737105,0.0215112,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,evento,4,pt,93,679,0.354978,0.0969986,0.0632643,0.020015,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,evento,4,nsb,93,679,0.341767,0.0833534,0.0494976,0.0198295,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell,4,plugin,93,679,0.0117239,0.0335501,0.0211653,0.00721759,0.919081,False,0.919081,False
E215C,1mM,2,terciles,orden,dwell,4,mm,93,679,0.00216257,0.0239887,0.011604,0.00721759,0.919081,False,0.919081,False
E215C,1mM,2,terciles,orden,dwell,4,pt,93,679,0.00216257,0.0239887,0.011604,0.00721759,0.919081,False,0.919081,False
E215C,1mM,2,terciles,orden,dwell,4,nsb,93,679,0.000850348,0.0180165,0.00741839,0.0057374,0.911089,False,0.911089,False
E215C,1mM,2,terciles,orden,paso,4,plugin,93,679,0.159626,0.0390518,0.0254832,0.00804875,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,paso,4,mm,93,679,0.155376,0.0348023,0.0212338,0.00804875,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,paso,4,pt,93,679,0.155376,0.0348023,0.0212338,0.00804875,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,paso,4,nsb,93,679,0.150647,0.0310519,0.0177299,0.0077895,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell_paso,4,plugin,93,679,0.117451,0.0197022,0.0101651,0.00498075,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell_paso,4,mm,93,679,0.111077,0.013328,0.00379094,0.00498075,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell_paso,4,pt,93,679,0.111077,0.013328,0.00379094,0.00498075,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell_paso,4,nsb,93,679,0.105515,0.00899576,0.00217954,0.00330111,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,evento,8,plugin,93,679,0.94637,0.704555,0.656965,0.0289516,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,evento,8,mm,93,679,0.680778,0.39944,0.342217,0.0349715,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,evento,8,pt,93,679,0.498051,0.177957,0.10867,0.0396336,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,evento,8,nsb,93,679,0.423243,0.121133,0.0614064,0.036018,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell,8,plugin,93,679,0.0737563,0.0880304,0.0659342,0.0123973,0.242757,False,0.242757,False
E215C,1mM,2,terciles,orden,dwell,8,mm,93,679,0.0217002,0.0359744,0.0138782,0.0123973,0.242757,False,0.242757,False
E215C,1mM,2,terciles,orden,dwell,8,pt,93,679,0.0217002,0.0359744,0.0138782,0.0123973,0.242757,False,0.242757,False
E215C,1mM,2,terciles,orden,dwell,8,nsb,93,679,0.0118727,0.0222248,0.00857271,0.0066437,0.226773,False,0.226773,False
E215C,1mM,2,terciles,orden,paso,8,plugin,93,679,0.159626,0.0390518,0.0254832,0.00804875,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,paso,8,mm,93,679,0.155376,0.0348023,0.0212338,0.00804875,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,paso,8,pt,93,679,0.155376,0.0348023,0.0212338,0.00804875,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,paso,8,nsb,93,679,0.150647,0.0310519,0.0177299,0.0077895,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell_paso,8,plugin,93,679,0.141613,0.0303902,0.0187209,0.00643997,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell_paso,8,mm,93,679,0.126739,0.0155171,0.00384774,0.00643997,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell_paso,8,pt,93,679,0.126739,0.0155171,0.00384774,0.00643997,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,orden,dwell_paso,8,nsb,93,679,0.117149,0.00830806,0.00227775,0.00307971,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,evento,4,plugin,93,679,0.482462,0.256455,0.219956,0.0209322,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,evento,4,mm,93,679,0.376225,0.142855,0.104056,0.0225525,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,evento,4,pt,93,679,0.354978,0.128971,0.0924722,0.0209322,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,evento,4,nsb,93,679,0.341767,0.116256,0.0791789,0.0207438,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,dwell,4,plugin,93,679,0.0117239,0.0286165,0.0182122,0.00595273,0.868132,False,0.868132,False
E215C,1mM,2,terciles,paridad,dwell,4,mm,93,679,0.00216257,0.0190552,0.00865084,0.00595273,0.868132,False,0.868132,False
E215C,1mM,2,terciles,paridad,dwell,4,pt,93,679,0.00216257,0.0190552,0.00865084,0.00595273,0.868132,False,0.868132,False
E215C,1mM,2,terciles,paridad,dwell,4,nsb,93,679,0.000850348,0.0133235,0.00506036,0.00437015,0.856144,False,0.856144,False
E215C,1mM,2,terciles,paridad,paso,4,plugin,93,679,0.159626,0.0673429,0.0487679,0.0110813,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,paso,4,mm,93,679,0.155376,0.0630935,0.0445184,0.0110813,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,paso,4,pt,93,679,0.155376,0.0630935,0.0445184,0.0110813,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,paso,4,nsb,93,679,0.150647,0.0590471,0.0406044,0.0109487,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,dwell_paso,4,plugin,93,679,0.117451,0.0244499,0.0133095,0.0057405,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,dwell_paso,4,mm,93,679,0.111077,0.0180757,0.00693525,0.0057405,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,dwell_paso,4,pt,93,679,0.111077,0.0180757,0.00693525,0.0057405,0.000999001,True,0.002997,True
E215C,1mM,2,terciles,paridad,dwell_paso,4,nsb,93,679,0.105515,0.0135963,0.00429992,0.00431412,0.000999001,True,0.002997,True
