id_celda,dwell_medio_ms,forma_gamma,mezcla,largo,n_tray,canal,k,estimador,modo,fpr_h0,magnitud_minima_detectable,potencia_max_barrida
0,10,1,dominante_8nm,50,50,dwell,4,plugin,ar1,0.04,0.1,1
0,10,1,dominante_8nm,50,50,dwell,4,plugin,limping,0.04,0.35,1
0,10,1,dominante_8nm,50,50,dwell,4,mm,ar1,0.04,0.1,1
0,10,1,dominante_8nm,50,50,dwell,4,mm,limping,0.04,0.35,1
0,10,1,dominante_8nm,50,50,dwell,4,pt,ar1,0.04,0.1,1
0,10,1,dominante_8nm,50,50,dwell,4,pt,limping,0.04,0.35,1
0,10,1,dominante_8nm,50,50,dwell,4,nsb,ar1,0.036,0.1,1
0,10,1,dominante_8nm,50,50,dwell,4,nsb,limping,0.036,0.35,1
0,10,1,dominante_8nm,50,50,dwell,8,plugin,ar1,0.044,0.2,1
0,10,1,dominante_8nm,50,50,dwell,8,plugin,limping,0.044,0.5,1
0,10,1,dominante_8nm,50,50,dwell,8,mm,ar1,0.044,0.2,1
0,10,1,dominante_8nm,50,50,dwell,8,mm,limping,0.044,0.5,1
0,10,1,dominante_8nm,50,50,dwell,8,pt,ar1,0.044,0.2,1
0,10,1,dominante_8nm,50,50,dwell,8,pt,limping,0.044,0.5,1
0,10,1,dominante_8nm,50,50,dwell,8,nsb,ar1,0.046,0.2,1
0,10,1,dominante_8nm,50,50,dwell,8,nsb,limping,0.046,0.5,1
0,10,1,dominante_8nm,50,50,dwell_paso,8,plugin,ar1,0.038,,0.052
0,10,1,dominante_8nm,50,50,dwell_paso,8,plugin,limping,0.038,,0.066
0,10,1,dominante_8nm,50,50,dwell_paso,8,mm,ar1,0.038,,0.052
0,10,1,dominante_8nm,50,50,dwell_paso,8,mm,limping,0.038,,0.066
0,10,1,dominante_8nm,50,50,dwell_paso,8,pt,ar1,0.038,,0.052
0,10,1,dominante_8nm,50,50,dwell_paso,8,pt,limping,0.038,,0.066
0,10,1,dominante_8nm,50,50,dwell_paso,8,nsb,ar1,0.038,,0.052
0,10,1,dominante_8nm,50,50,dwell_paso,8,nsb,limping,0.038,,0.064
1,10,1,dominante_8nm,50,100,evento,4,plugin,ar1,0.04,0.2,1
1,10,1,dominante_8nm,50,100,evento,4,plugin,limping,0.04,0.5,1
1,10,1,dominante_8nm,50,100,evento,4,mm,ar1,0.038,0.2,1
1,10,1,dominante_8nm,50,100,evento,4,mm,limping,0.038,0.5,1
1,10,1,dominante_8nm,50,100,evento,4,pt,ar1,0.038,0.2,1
1,10,1,dominante_8nm,50,100,evento,4,pt,limping,0.038,0.5,1
1,10,1,dominante_8nm,50,100,evento,4,nsb,ar1,0.042,0.2,1
1,10,1,dominante_8nm,50,100,evento,4,nsb,limping,0.042,0.5,1
1,10,1,dominante_8nm,50,100,evento,8,plugin,ar1,0.046,0.2,1
1,10,1,dominante_8nm,50,100,evento,8,plugin,limping,0.046,0.5,1
1,10,1,dominante_8nm,50,100,evento,8,mm,ar1,0.05,0.2,1
1,10,1,dominante_8nm,50,100,evento,8,mm,limping,0.05,0.5,1
1,10,1,dominante_8nm,50,100,evento,8,pt,ar1,0.046,0.2,1
1,10,1,dominante_8nm,50,100,evento,8,pt,limping,0.046,0.5,1
1,10,1,dominante_8nm,50,100,dwell,4,plugin,ar1,0.05,0.1,1
1,10,1,dominante_8nm,50,100,dwell,4,plugin,limping,0.05,0.35,1
1,10,1,dominante_8nm,50,100,dwell,4,mm,ar1,0.05,0.1,1
1,10,1,dominante_8nm,50,100,dwell,4,mm,limping,0.05,0.35,1
1,10,1,dominante_8nm,50,100,dwell,4,pt,ar1,0.05,0.1,1
1,10,1,dominante_8nm,50,100,dwell,4,pt,limping,0.05,0.35,1
1,10,1,dominante_8nm,50,100,dwell,4,nsb,ar1,0.05,0.1,1
1,10,1,dominante_8nm,50,100,dwell,4,nsb,limping,0.05,0.35,1
1,10,1,dominante_8nm,50,100,dwell,8,plugin,ar1,0.04,0.1,1
1,10,1,dominante_8nm,50,100,dwell,8,plugin,limping,0.04,0.35,1
1,10,1,dominante_8nm,50,100,dwell,8,mm,ar1,0.04,0.1,1
1,10,1,dominante_8nm,50,100,dwell,8,mm,limping,0.04,0.35,1
1,10,1,dominante_8nm,50,100,dwell,8,pt,ar1,0.04,0.1,1
1,10,1,dominante_8nm,50,100,dwell,8,pt,limping,0.04,0.35,1
1,10,1,dominante_8nm,50,100,dwell,8,nsb,ar1,0.04,0.1,1
1,10,1,dominante_8nm,50,100,dwell,8,nsb,limping,0.04,0.35,1
1,10,1,dominante_8nm,50,100,paso,4,plugin,ar1,0.036,,0.072
1,10,1,dominante_8nm,50,100,paso,4,plugin,limping,0.036,,0.062
1,10,1,dominante_8nm,50,100,paso,4,mm,ar1,0.036,,0.072
1,10,1,dominante_8nm,50,100,paso,4,mm,limping,0.036,,0.062
1,10,1,dominante_8nm,50,100,paso,4,pt,ar1,0.036,,0.072
1,10,1,dominante_8nm,50,100,paso,4,pt,limping,0.036,,0.062
1,10,1,dominante_8nm,50,100,paso,4,nsb,ar1,0.036,,0.07
1,10,1,dominante_8nm,50,100,paso,4,nsb,limping,0.036,,0.064
1,10,1,dominante_8nm,50,100,paso,8,plugin,ar1,0.036,,0.072
1,10,1,dominante_8nm,50,100,paso,8,plugin,limping,0.036,,0.062
1,10,1,dominante_8nm,50,100,paso,8,mm,ar1,0.036,,0.072
1,10,1,dominante_8nm,50,100,paso,8,mm,limping,0.036,,0.062
1,10,1,dominante_8nm,50,100,paso,8,pt,ar1,0.036,,0.072
1,10,1,dominante_8nm,50,100,paso,8,pt,limping,0.036,,0.062
1,10,1,dominante_8nm,50,100,paso,8,nsb,ar1,0.036,,0.07
1,10,1,dominante_8nm,50,100,paso,8,nsb,limping,0.036,,0.064
1,10,1,dominante_8nm,50,100,dwell_paso,4,plugin,ar1,0.05,,0.06
1,10,1,dominante_8nm,50,100,dwell_paso,4,plugin,limping,0.05,,0.082
1,10,1,dominante_8nm,50,100,dwell_paso,4,mm,ar1,0.05,,0.06
1,10,1,dominante_8nm,50,100,dwell_paso,4,mm,limping,0.05,,0.082
1,10,1,dominante_8nm,50,100,dwell_paso,4,pt,ar1,0.05,,0.06
1,10,1,dominante_8nm,50,100,dwell_paso,4,pt,limping,0.05,,0.082
1,10,1,dominante_8nm,50,100,dwell_paso,4,nsb,ar1,0.05,,0.062
1,10,1,dominante_8nm,50,100,dwell_paso,4,nsb,limping,0.05,,0.082
2,10,1,dominante_8nm,50,300,dwell_paso,4,plugin,ar1,0.048,,0.05
2,10,1,dominante_8nm,50,300,dwell_paso,4,plugin,limping,0.048,,0.064
2,10,1,dominante_8nm,50,300,dwell_paso,4,mm,ar1,0.048,,0.05
2,10,1,dominante_8nm,50,300,dwell_paso,4,mm,limping,0.048,,0.064
2,10,1,dominante_8nm,50,300,dwell_paso,4,pt,ar1,0.048,,0.05
2,10,1,dominante_8nm,50,300,dwell_paso,4,pt,limping,0.048,,0.064
2,10,1,dominante_8nm,50,300,dwell_paso,4,nsb,ar1,0.05,,0.05
2,10,1,dominante_8nm,50,300,dwell_paso,4,nsb,limping,0.05,,0.064
2,10,1,dominante_8nm,50,300,dwell_paso,8,plugin,ar1,0.038,,0.052
2,10,1,dominante_8nm,50,300,dwell_paso,8,plugin,limping,0.038,,0.06
2,10,1,dominante_8nm,50,300,dwell_paso,8,mm,ar1,0.038,,0.052
2,10,1,dominante_8nm,50,300,dwell_paso,8,mm,limping,0.038,,0.06
2,10,1,dominante_8nm,50,300,dwell_paso,8,pt,ar1,0.038,,0.052
2,10,1,dominante_8nm,50,300,dwell_paso,8,pt,limping,0.038,,0.06
2,10,1,dominante_8nm,50,300,dwell_paso,8,nsb,ar1,0.038,,0.052
2,10,1,dominante_8nm,50,300,dwell_paso,8,nsb,limping,0.038,,0.06
3,10,1,dominante_8nm,100,50,evento,4,plugin,ar1,0.036,0.2,1
3,10,1,dominante_8nm,100,50,evento,4,plugin,limping,0.036,0.5,1
3,10,1,dominante_8nm,100,50,evento,4,mm,ar1,0.034,0.2,1
3,10,1,dominante_8nm,100,50,evento,4,mm,limping,0.034,0.5,1
3,10,1,dominante_8nm,100,50,evento,4,pt,ar1,0.034,0.2,1
3,10,1,dominante_8nm,100,50,evento,4,pt,limping,0.034,0.5,1
3,10,1,dominante_8nm,100,50,evento,4,nsb,ar1,0.042,0.2,1
3,10,1,dominante_8nm,100,50,evento,4,nsb,limping,0.042,0.5,1
3,10,1,dominante_8nm,100,50,evento,8,plugin,ar1,0.032,0.2,1
3,10,1,dominante_8nm,100,50,evento,8,plugin,limping,0.032,0.5,1
3,10,1,dominante_8nm,100,50,evento,8,mm,ar1,0.032,0.2,1
3,10,1,dominante_8nm,100,50,evento,8,mm,limping,0.032,0.5,1
3,10,1,dominante_8nm,100,50,evento,8,pt,ar1,0.032,0.2,1
3,10,1,dominante_8nm,100,50,evento,8,pt,limping,0.032,0.5,1
3,10,1,dominante_8nm,100,50,evento,8,nsb,ar1,0.032,0.2,1
3,10,1,dominante_8nm,100,50,evento,8,nsb,limping,0.032,0.5,1
3,10,1,dominante_8nm,100,50,dwell,8,plugin,ar1,0.048,0.1,1
3,10,1,dominante_8nm,100,50,dwell,8,plugin,limping,0.048,0.35,1
3,10,1,dominante_8nm,100,50,dwell,8,mm,ar1,0.048,0.1,1
3,10,1,dominante_8nm,100,50,dwell,8,mm,limping,0.048,0.35,1
3,10,1,dominante_8nm,100,50,dwell,8,pt,ar1,0.048,0.1,1
3,10,1,dominante_8nm,100,50,dwell,8,pt,limping,0.048,0.35,1
3,10,1,dominante_8nm,100,50,dwell,8,nsb,ar1,0.048,0.1,1
3,10,1,dominante_8nm,100,50,dwell,8,nsb,limping,0.048,0.35,1
3,10,1,dominante_8nm,100,50,paso,4,plugin,ar1,0.05,,0.066
3,10,1,dominante_8nm,100,50,paso,4,plugin,limping,0.05,,0.064
3,10,1,dominante_8nm,100,50,paso,4,mm,ar1,0.05,,0.066
3,10,1,dominante_8nm,100,50,paso,4,mm,limping,0.05,,0.064
3,10,1,dominante_8nm,100,50,paso,4,pt,ar1,0.05,,0.066
3,10,1,dominante_8nm,100,50,paso,4,pt,limping,0.05,,0.064
3,10,1,dominante_8nm,100,50,paso,4,nsb,ar1,0.05,,0.068
3,10,1,dominante_8nm,100,50,paso,4,nsb,limping,0.05,,0.064
3,10,1,dominante_8nm,100,50,paso,8,plugin,ar1,0.05,,0.066
3,10,1,dominante_8nm,100,50,paso,8,plugin,limping,0.05,,0.064
3,10,1,dominante_8nm,100,50,paso,8,mm,ar1,0.05,,0.066
3,10,1,dominante_8nm,100,50,paso,8,mm,limping,0.05,,0.064
3,10,1,dominante_8nm,100,50,paso,8,pt,ar1,0.05,,0.066
3,10,1,dominante_8nm,100,50,paso,8,pt,limping,0.05,,0.064
3,10,1,dominante_8nm,100,50,paso,8,nsb,ar1,0.05,,0.068
3,10,1,dominante_8nm,100,50,paso,8,nsb,limping,0.05,,0.064
3,10,1,dominante_8nm,100,50,dwell_paso,4,plugin,ar1,0.05,,0.07
3,10,1,dominante_8nm,100,50,dwell_paso,4,plugin,limping,0.05,,0.06
3,10,1,dominante_8nm,100,50,dwell_paso,4,mm,ar1,0.05,,0.07
3,10,1,dominante_8nm,100,50,dwell_paso,4,mm,limping,0.05,,0.06
3,10,1,dominante_8nm,100,50,dwell_paso,4,pt,ar1,0.05,,0.07
3,10,1,dominante_8nm,100,50,dwell_paso,4,pt,limping,0.05,,0.06
3,10,1,dominante_8nm,100,50,dwell_paso,4,nsb,ar1,0.05,,0.07
3,10,1,dominante_8nm,100,50,dwell_paso,4,nsb,limping,0.05,,0.06
3,10,1,dominante_8nm,100,50,dwell_paso,8,plugin,ar1,0.042,,0.078
3,10,1,dominante_8nm,100,50,dwell_paso,8,plugin,limping,0.042,,0.052
3,10,1,dominante_8nm,100,50,dwell_paso,8,mm,ar1,0.042,,0.078
3,10,1,dominante_8nm,100,50,dwell_paso,8,mm,limping,0.042,,0.052
3,10,1,dominante_8nm,100,50,dwell_paso,8,pt,ar1,0.042,,0.078
3,10,1,dominante_8nm,100,50,dwell_paso,8,pt,limping,0.042,,0.052
3,10,1,dominante_8nm,100,50,dwell_paso,8,nsb,ar1,0.042,,0.076
3,10,1,dominante_8nm,100,50,dwell_paso,8,nsb,limping,0.042,,0.052
4,10,1,dominante_8nm,100,100,evento,8,plugin,ar1,0.034,0.2,1
4,10,1,dominante_8nm,100,100,evento,8,plugin,limping,0.034,0.35,1
4,10,1,dominante_8nm,100,100,evento,8,mm,ar1,0.034,0.2,1
4,10,1,dominante_8nm,100,100,evento,8,mm,limping,0.034,0.35,1
4,10,1,dominante_8nm,100,100,evento,8,pt,ar1,0.034,0.2,1
4,10,1,dominante_8nm,100,100,evento,8,pt,limping,0.034,0.35,1
4,10,1,dominante_8nm,100,100,evento,8,nsb,ar1,0.032,0.2,1
4,10,1,dominante_8nm,100,100,evento,8,nsb,limping,0.032,0.35,1
5,10,1,dominante_8nm,100,300,evento,8,plugin,ar1,0.05,0.1,1
5,10,1,dominante_8nm,100,300,evento,8,plugin,limping,0.05,0.35,1
5,10,1,dominante_8nm,100,300,evento,8,mm,ar1,0.05,0.1,1
5,10,1,dominante_8nm,100,300,evento,8,mm,limping,0.05,0.35,1
5,10,1,dominante_8nm,100,300,evento,8,pt,ar1,0.05,0.1,1
5,10,1,dominante_8nm,100,300,evento,8,pt,limping,0.05,0.35,1
5,10,1,dominante_8nm,100,300,evento,8,nsb,ar1,0.048,0.1,1
5,10,1,dominante_8nm,100,300,evento,8,nsb,limping,0.048,0.35,1
5,10,1,dominante_8nm,100,300,dwell,8,plugin,ar1,0.048,0.05,1
5,10,1,dominante_8nm,100,300,dwell,8,plugin,limping,0.048,0.2,1
5,10,1,dominante_8nm,100,300,dwell,8,mm,ar1,0.048,0.05,1
5,10,1,dominante_8nm,100,300,dwell,8,mm,limping,0.048,0.2,1
5,10,1,dominante_8nm,100,300,dwell,8,pt,ar1,0.048,0.05,1
5,10,1,dominante_8nm,100,300,dwell,8,pt,limping,0.048,0.2,1
5,10,1,dominante_8nm,100,300,paso,4,plugin,ar1,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,4,plugin,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,4,mm,ar1,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,4,mm,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,4,pt,ar1,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,4,pt,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,4,nsb,ar1,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,4,nsb,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,8,plugin,ar1,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,8,plugin,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,8,mm,ar1,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,8,mm,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,8,pt,ar1,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,8,pt,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,8,nsb,ar1,0.048,,0.058
5,10,1,dominante_8nm,100,300,paso,8,nsb,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,dwell_paso,4,plugin,ar1,0.048,,0.072
5,10,1,dominante_8nm,100,300,dwell_paso,4,plugin,limping,0.048,,0.06
5,10,1,dominante_8nm,100,300,dwell_paso,4,mm,ar1,0.048,,0.072
5,10,1,dominante_8nm,100,300,dwell_paso,4,mm,limping,0.048,,0.06
5,10,1,dominante_8nm,100,300,dwell_paso,4,pt,ar1,0.048,,0.072
5,10,1,dominante_8nm,100,300,dwell_paso,4,pt,limping,0.048,,0.06
5,10,1,dominante_8nm,100,300,dwell_paso,4,nsb,ar1,0.048,,0.072
5,10,1,dominante_8nm,100,300,dwell_paso,4,nsb,limping,0.048,,0.058
5,10,1,dominante_8nm,100,300,dwell_paso,8,plugin,ar1,0.036,,0.064
5,10,1,dominante_8nm,100,300,dwell_paso,8,plugin,limping,0.036,,0.062
5,10,1,dominante_8nm,100,300,dwell_paso,8,mm,ar1,0.036,,0.064
5,10,1,dominante_8nm,100,300,dwell_paso,8,mm,limping,0.036,,0.062
5,10,1,dominante_8nm,100,300,dwell_paso,8,pt,ar1,0.036,,0.064
5,10,1,dominante_8nm,100,300,dwell_paso,8,pt,limping,0.036,,0.062
5,10,1,dominante_8nm,100,300,dwell_paso,8,nsb,ar1,0.034,,0.064
5,10,1,dominante_8nm,100,300,dwell_paso,8,nsb,limping,0.034,,0.064
6,10,1,dominante_8nm,200,50,dwell,4,plugin,ar1,0.046,0.05,1
6,10,1,dominante_8nm,200,50,dwell,4,plugin,limping,0.046,0.35,1
6,10,1,dominante_8nm,200,50,dwell,4,mm,ar1,0.046,0.05,1
6,10,1,dominante_8nm,200,50,dwell,4,mm,limping,0.046,0.35,1
6,10,1,dominante_8nm,200,50,dwell,4,pt,ar1,0.046,0.05,1
6,10,1,dominante_8nm,200,50,dwell,4,pt,limping,0.046,0.35,1
6,10,1,dominante_8nm,200,50,dwell,4,nsb,ar1,0.044,0.05,1
6,10,1,dominante_8nm,200,50,dwell,4,nsb,limping,0.044,0.35,1
6,10,1,dominante_8nm,200,50,dwell,8,plugin,ar1,0.046,0.1,1
6,10,1,dominante_8nm,200,50,dwell,8,plugin,limping,0.046,0.35,1
6,10,1,dominante_8nm,200,50,dwell,8,mm,ar1,0.046,0.1,1
6,10,1,dominante_8nm,200,50,dwell,8,mm,limping,0.046,0.35,1
6,10,1,dominante_8nm,200,50,dwell,8,pt,ar1,0.046,0.1,1
6,10,1,dominante_8nm,200,50,dwell,8,pt,limping,0.046,0.35,1
6,10,1,dominante_8nm,200,50,dwell,8,nsb,ar1,0.048,0.1,1
6,10,1,dominante_8nm,200,50,dwell,8,nsb,limping,0.048,0.35,1
7,10,1,dominante_8nm,200,100,evento,4,plugin,ar1,0.046,0.1,1
7,10,1,dominante_8nm,200,100,evento,4,plugin,limping,0.046,0.35,1
7,10,1,dominante_8nm,200,100,evento,4,mm,ar1,0.046,0.1,1
7,10,1,dominante_8nm,200,100,evento,4,mm,limping,0.046,0.35,1
7,10,1,dominante_8nm,200,100,evento,4,pt,ar1,0.046,0.1,1
7,10,1,dominante_8nm,200,100,evento,4,pt,limping,0.046,0.35,1
7,10,1,dominante_8nm,200,100,evento,4,nsb,ar1,0.046,0.1,1
7,10,1,dominante_8nm,200,100,evento,4,nsb,limping,0.046,0.35,1
7,10,1,dominante_8nm,200,100,evento,8,plugin,ar1,0.04,0.1,1
7,10,1,dominante_8nm,200,100,evento,8,plugin,limping,0.04,0.35,1
7,10,1,dominante_8nm,200,100,evento,8,mm,ar1,0.042,0.1,1
7,10,1,dominante_8nm,200,100,evento,8,mm,limping,0.042,0.35,1
7,10,1,dominante_8nm,200,100,evento,8,pt,ar1,0.042,0.1,1
7,10,1,dominante_8nm,200,100,evento,8,pt,limping,0.042,0.35,1
7,10,1,dominante_8nm,200,100,evento,8,nsb,ar1,0.044,0.1,1
7,10,1,dominante_8nm,200,100,evento,8,nsb,limping,0.044,0.35,1
7,10,1,dominante_8nm,200,100,dwell,4,plugin,ar1,0.038,0.05,1
7,10,1,dominante_8nm,200,100,dwell,4,plugin,limping,0.038,0.2,1
7,10,1,dominante_8nm,200,100,dwell,4,mm,ar1,0.038,0.05,1
7,10,1,dominante_8nm,200,100,dwell,4,mm,limping,0.038,0.2,1
7,10,1,dominante_8nm,200,100,dwell,4,pt,ar1,0.038,0.05,1
7,10,1,dominante_8nm,200,100,dwell,4,pt,limping,0.038,0.2,1
7,10,1,dominante_8nm,200,100,dwell,4,nsb,ar1,0.038,0.05,1
7,10,1,dominante_8nm,200,100,dwell,4,nsb,limping,0.038,0.2,1
7,10,1,dominante_8nm,200,100,paso,4,plugin,ar1,0.048,,0.06
7,10,1,dominante_8nm,200,100,paso,4,plugin,limping,0.048,,0.058
7,10,1,dominante_8nm,200,100,paso,4,mm,ar1,0.048,,0.06
7,10,1,dominante_8nm,200,100,paso,4,mm,limping,0.048,,0.058
7,10,1,dominante_8nm,200,100,paso,4,pt,ar1,0.048,,0.06
7,10,1,dominante_8nm,200,100,paso,4,pt,limping,0.048,,0.058
7,10,1,dominante_8nm,200,100,paso,4,nsb,ar1,0.048,,0.062
7,10,1,dominante_8nm,200,100,paso,4,nsb,limping,0.048,,0.058
7,10,1,dominante_8nm,200,100,paso,8,plugin,ar1,0.048,,0.06
7,10,1,dominante_8nm,200,100,paso,8,plugin,limping,0.048,,0.058
7,10,1,dominante_8nm,200,100,paso,8,mm,ar1,0.048,,0.06
7,10,1,dominante_8nm,200,100,paso,8,mm,limping,0.048,,0.058
7,10,1,dominante_8nm,200,100,paso,8,pt,ar1,0.048,,0.06
7,10,1,dominante_8nm,200,100,paso,8,pt,limping,0.048,,0.058
7,10,1,dominante_8nm,200,100,paso,8,nsb,ar1,0.048,,0.062
7,10,1,dominante_8nm,200,100,paso,8,nsb,limping,0.048,,0.058
7,10,1,dominante_8nm,200,100,dwell_paso,4,plugin,ar1,0.044,,0.082
7,10,1,dominante_8nm,200,100,dwell_paso,4,plugin,limping,0.044,,0.058
7,10,1,dominante_8nm,200,100,dwell_paso,4,mm,ar1,0.044,,0.082
7,10,1,dominante_8nm,200,100,dwell_paso,4,mm,limping,0.044,,0.058
7,10,1,dominante_8nm,200,100,dwell_paso,4,pt,ar1,0.044,,0.082
7,10,1,dominante_8nm,200,100,dwell_paso,4,pt,limping,0.044,,0.058
7,10,1,dominante_8nm,200,100,dwell_paso,4,nsb,ar1,0.044,,0.082
7,10,1,dominante_8nm,200,100,dwell_paso,4,nsb,limping,0.044,,0.058
7,10,1,dominante_8nm,200,100,dwell_paso,8,plugin,ar1,0.048,,0.068
7,10,1,dominante_8nm,200,100,dwell_paso,8,plugin,limping,0.048,,0.052
7,10,1,dominante_8nm,200,100,dwell_paso,8,mm,ar1,0.048,,0.068
7,10,1,dominante_8nm,200,100,dwell_paso,8,mm,limping,0.048,,0.052
7,10,1,dominante_8nm,200,100,dwell_paso,8,pt,ar1,0.048,,0.068
7,10,1,dominante_8nm,200,100,dwell_paso,8,pt,limping,0.048,,0.052
7,10,1,dominante_8nm,200,100,dwell_paso,8,nsb,ar1,0.048,,0.068
7,10,1,dominante_8nm,200,100,dwell_paso,8,nsb,limping,0.048,,0.052
8,10,1,dominante_8nm,200,300,evento,4,plugin,ar1,0.034,0.05,1
8,10,1,dominante_8nm,200,300,evento,4,plugin,limping,0.034,0.2,1
8,10,1,dominante_8nm,200,300,evento,4,mm,ar1,0.034,0.05,1
8,10,1,dominante_8nm,200,300,evento,4,mm,limping,0.034,0.2,1
8,10,1,dominante_8nm,200,300,evento,4,pt,ar1,0.034,0.05,1
8,10,1,dominante_8nm,200,300,evento,4,pt,limping,0.034,0.2,1
8,10,1,dominante_8nm,200,300,evento,4,nsb,ar1,0.034,0.05,1
8,10,1,dominante_8nm,200,300,evento,4,nsb,limping,0.034,0.2,1
8,10,1,dominante_8nm,200,300,evento,8,plugin,ar1,0.042,0.05,1
8,10,1,dominante_8nm,200,300,evento,8,plugin,limping,0.042,0.35,1
8,10,1,dominante_8nm,200,300,evento,8,mm,ar1,0.042,0.05,1
8,10,1,dominante_8nm,200,300,evento,8,mm,limping,0.042,0.35,1
8,10,1,dominante_8nm,200,300,evento,8,pt,ar1,0.042,0.05,1
8,10,1,dominante_8nm,200,300,evento,8,pt,limping,0.042,0.35,1
8,10,1,dominante_8nm,200,300,evento,8,nsb,ar1,0.046,0.05,1
8,10,1,dominante_8nm,200,300,evento,8,nsb,limping,0.046,0.35,1
8,10,1,dominante_8nm,200,300,dwell,8,plugin,ar1,0.038,0.05,1
8,10,1,dominante_8nm,200,300,dwell,8,plugin,limping,0.038,0.2,1
8,10,1,dominante_8nm,200,300,dwell,8,mm,ar1,0.038,0.05,1
8,10,1,dominante_8nm,200,300,dwell,8,mm,limping,0.038,0.2,1
8,10,1,dominante_8nm,200,300,dwell,8,pt,ar1,0.038,0.05,1
8,10,1,dominante_8nm,200,300,dwell,8,pt,limping,0.038,0.2,1
8,10,1,dominante_8nm,200,300,dwell,8,nsb,ar1,0.038,0.05,1
8,10,1,dominante_8nm,200,300,dwell,8,nsb,limping,0.038,0.2,1
8,10,1,dominante_8nm,200,300,paso,4,plugin,ar1,0.036,,0.054
8,10,1,dominante_8nm,200,300,paso,4,plugin,limping,0.036,,0.062
8,10,1,dominante_8nm,200,300,paso,4,mm,ar1,0.036,,0.054
8,10,1,dominante_8nm,200,300,paso,4,mm,limping,0.036,,0.062
8,10,1,dominante_8nm,200,300,paso,4,pt,ar1,0.036,,0.054
8,10,1,dominante_8nm,200,300,paso,4,pt,limping,0.036,,0.062
8,10,1,dominante_8nm,200,300,paso,4,nsb,ar1,0.038,,0.056
8,10,1,dominante_8nm,200,300,paso,4,nsb,limping,0.038,,0.064
8,10,1,dominante_8nm,200,300,paso,8,plugin,ar1,0.036,,0.054
8,10,1,dominante_8nm,200,300,paso,8,plugin,limping,0.036,,0.062
8,10,1,dominante_8nm,200,300,paso,8,mm,ar1,0.036,,0.054
8,10,1,dominante_8nm,200,300,paso,8,mm,limping,0.036,,0.062
8,10,1,dominante_8nm,200,300,paso,8,pt,ar1,0.036,,0.054
8,10,1,dominante_8nm,200,300,paso,8,pt,limping,0.036,,0.062
8,10,1,dominante_8nm,200,300,paso,8,nsb,ar1,0.038,,0.056
8,10,1,dominante_8nm,200,300,paso,8,nsb,limping,0.038,,0.064
8,10,1,dominante_8nm,200,300,dwell_paso,4,plugin,ar1,0.044,,0.056
8,10,1,dominante_8nm,200,300,dwell_paso,4,plugin,limping,0.044,,0.064
8,10,1,dominante_8nm,200,300,dwell_paso,4,mm,ar1,0.044,,0.056
8,10,1,dominante_8nm,200,300,dwell_paso,4,mm,limping,0.044,,0.064
8,10,1,dominante_8nm,200,300,dwell_paso,4,pt,ar1,0.044,,0.056
8,10,1,dominante_8nm,200,300,dwell_paso,4,pt,limping,0.044,,0.064
8,10,1,dominante_8nm,200,300,dwell_paso,4,nsb,ar1,0.044,,0.056
8,10,1,dominante_8nm,200,300,dwell_paso,4,nsb,limping,0.044,,0.064
9,10,1,equilibrada,50,50,evento,4,plugin,ar1,0.05,0.2,1
9,10,1,equilibrada,50,50,evento,4,plugin,limping,0.05,0.5,0.996
9,10,1,equilibrada,50,50,evento,4,mm,ar1,0.05,0.2,1
9,10,1,equilibrada,50,50,evento,4,mm,limping,0.05,0.5,0.996
9,10,1,equilibrada,50,50,evento,4,pt,ar1,0.05,0.2,1
9,10,1,equilibrada,50,50,evento,4,pt,limping,0.05,0.5,0.996
9,10,1,equilibrada,50,50,evento,4,nsb,ar1,0.05,0.2,1
9,10,1,equilibrada,50,50,evento,4,nsb,limping,0.05,0.5,0.996
9,10,1,equilibrada,50,50,evento,8,plugin,ar1,0.042,0.35,1
9,10,1,equilibrada,50,50,evento,8,plugin,limping,0.042,0.5,0.918
9,10,1,equilibrada,50,50,evento,8,mm,ar1,0.042,0.35,1
9,10,1,equilibrada,50,50,evento,8,mm,limping,0.042,0.5,0.922
9,10,1,equilibrada,50,50,evento,8,pt,ar1,0.042,0.35,1
9,10,1,equilibrada,50,50,evento,8,pt,limping,0.042,0.5,0.918
9,10,1,equilibrada,50,50,evento,8,nsb,ar1,0.044,0.35,1
9,10,1,equilibrada,50,50,evento,8,nsb,limping,0.044,0.5,0.906
9,10,1,equilibrada,50,50,dwell,4,plugin,ar1,0.032,0.1,1
9,10,1,equilibrada,50,50,dwell,4,plugin,limping,0.032,0.35,1
