id_celda,dwell_medio_ms,forma_gamma,mezcla,largo,n_tray,canal,k,estimador,modo,fpr_h0,magnitud_minima_detectable,potencia_max_barrida
27,10,2,dominante_8nm,50,50,dwell,8,plugin,ar1,0.05,0.2,1
27,10,2,dominante_8nm,50,50,dwell,8,plugin,limping,0.05,0.35,1
27,10,2,dominante_8nm,50,50,dwell,8,mm,ar1,0.05,0.2,1
27,10,2,dominante_8nm,50,50,dwell,8,mm,limping,0.05,0.35,1
27,10,2,dominante_8nm,50,50,dwell,8,pt,ar1,0.05,0.2,1
27,10,2,dominante_8nm,50,50,dwell,8,pt,limping,0.05,0.35,1
27,10,2,dominante_8nm,50,50,dwell,8,nsb,ar1,0.046,0.2,1
27,10,2,dominante_8nm,50,50,dwell,8,nsb,limping,0.046,0.35,1
28,10,2,dominante_8nm,50,100,evento,4,plugin,ar1,0.04,0.2,1
28,10,2,dominante_8nm,50,100,evento,4,plugin,limping,0.04,0.35,1
28,10,2,dominante_8nm,50,100,evento,4,mm,ar1,0.042,0.2,1
28,10,2,dominante_8nm,50,100,evento,4,mm,limping,0.042,0.35,1
28,10,2,dominante_8nm,50,100,evento,4,pt,ar1,0.042,0.2,1
28,10,2,dominante_8nm,50,100,evento,4,pt,limping,0.042,0.35,1
28,10,2,dominante_8nm,50,100,evento,4,nsb,ar1,0.046,0.2,1
28,10,2,dominante_8nm,50,100,evento,4,nsb,limping,0.046,0.35,1
28,10,2,dominante_8nm,50,100,evento,8,plugin,ar1,0.026,0.2,1
28,10,2,dominante_8nm,50,100,evento,8,plugin,limping,0.026,0.35,1
28,10,2,dominante_8nm,50,100,evento,8,mm,ar1,0.026,0.2,1
28,10,2,dominante_8nm,50,100,evento,8,mm,limping,0.026,0.35,1
28,10,2,dominante_8nm,50,100,evento,8,pt,ar1,0.026,0.2,1
28,10,2,dominante_8nm,50,100,evento,8,pt,limping,0.026,0.35,1
28,10,2,dominante_8nm,50,100,evento,8,nsb,ar1,0.024,0.2,1
28,10,2,dominante_8nm,50,100,evento,8,nsb,limping,0.024,0.35,1
28,10,2,dominante_8nm,50,100,dwell,8,plugin,ar1,0.034,0.1,1
28,10,2,dominante_8nm,50,100,dwell,8,plugin,limping,0.034,0.35,1
28,10,2,dominante_8nm,50,100,dwell,8,mm,ar1,0.034,0.1,1
28,10,2,dominante_8nm,50,100,dwell,8,mm,limping,0.034,0.35,1
28,10,2,dominante_8nm,50,100,dwell,8,pt,ar1,0.034,0.1,1
28,10,2,dominante_8nm,50,100,dwell,8,pt,limping,0.034,0.35,1
28,10,2,dominante_8nm,50,100,dwell,8,nsb,ar1,0.03,0.1,1
28,10,2,dominante_8nm,50,100,dwell,8,nsb,limping,0.03,0.35,1
28,10,2,dominante_8nm,50,100,paso,4,plugin,ar1,0.022,,0.062
28,10,2,dominante_8nm,50,100,paso,4,plugin,limping,0.022,,0.054
28,10,2,dominante_8nm,50,100,paso,4,mm,ar1,0.022,,0.062
28,10,2,dominante_8nm,50,100,paso,4,mm,limping,0.022,,0.054
28,10,2,dominante_8nm,50,100,paso,4,pt,ar1,0.022,,0.062
28,10,2,dominante_8nm,50,100,paso,4,pt,limping,0.022,,0.054
28,10,2,dominante_8nm,50,100,paso,4,nsb,ar1,0.022,,0.058
28,10,2,dominante_8nm,50,100,paso,4,nsb,limping,0.022,,0.054
28,10,2,dominante_8nm,50,100,paso,8,plugin,ar1,0.022,,0.062
28,10,2,dominante_8nm,50,100,paso,8,plugin,limping,0.022,,0.054
28,10,2,dominante_8nm,50,100,paso,8,mm,ar1,0.022,,0.062
28,10,2,dominante_8nm,50,100,paso,8,mm,limping,0.022,,0.054
28,10,2,dominante_8nm,50,100,paso,8,pt,ar1,0.022,,0.062
28,10,2,dominante_8nm,50,100,paso,8,pt,limping,0.022,,0.054
28,10,2,dominante_8nm,50,100,paso,8,nsb,ar1,0.022,,0.058
28,10,2,dominante_8nm,50,100,paso,8,nsb,limping,0.022,,0.054
28,10,2,dominante_8nm,50,100,dwell_paso,4,plugin,ar1,0.042,,0.06
28,10,2,dominante_8nm,50,100,dwell_paso,4,plugin,limping,0.042,,0.072
28,10,2,dominante_8nm,50,100,dwell_paso,4,mm,ar1,0.042,,0.06
28,10,2,dominante_8nm,50,100,dwell_paso,4,mm,limping,0.042,,0.072
28,10,2,dominante_8nm,50,100,dwell_paso,4,pt,ar1,0.042,,0.06
28,10,2,dominante_8nm,50,100,dwell_paso,4,pt,limping,0.042,,0.072
28,10,2,dominante_8nm,50,100,dwell_paso,4,nsb,ar1,0.044,,0.06
28,10,2,dominante_8nm,50,100,dwell_paso,4,nsb,limping,0.044,,0.072
28,10,2,dominante_8nm,50,100,dwell_paso,8,plugin,ar1,0.034,,0.07
28,10,2,dominante_8nm,50,100,dwell_paso,8,plugin,limping,0.034,,0.064
28,10,2,dominante_8nm,50,100,dwell_paso,8,mm,ar1,0.034,,0.07
28,10,2,dominante_8nm,50,100,dwell_paso,8,mm,limping,0.034,,0.064
28,10,2,dominante_8nm,50,100,dwell_paso,8,pt,ar1,0.034,,0.07
28,10,2,dominante_8nm,50,100,dwell_paso,8,pt,limping,0.034,,0.064
28,10,2,dominante_8nm,50,100,dwell_paso,8,nsb,ar1,0.034,,0.07
28,10,2,dominante_8nm,50,100,dwell_paso,8,nsb,limping,0.034,,0.064
29,10,2,dominante_8nm,50,300,evento,4,plugin,ar1,0.044,0.1,1
29,10,2,dominante_8nm,50,300,evento,4,plugin,limping,0.044,0.2,1
29,10,2,dominante_8nm,50,300,evento,4,mm,ar1,0.044,0.1,1
29,10,2,dominante_8nm,50,300,evento,4,mm,limping,0.044,0.2,1
29,10,2,dominante_8nm,50,300,evento,4,pt,ar1,0.044,0.1,1
29,10,2,dominante_8nm,50,300,evento,4,pt,limping,0.044,0.2,1
29,10,2,dominante_8nm,50,300,evento,4,nsb,ar1,0.042,0.1,1
29,10,2,dominante_8nm,50,300,evento,4,nsb,limping,0.042,0.2,1
29,10,2,dominante_8nm,50,300,evento,8,nsb,ar1,0.05,0.1,1
29,10,2,dominante_8nm,50,300,evento,8,nsb,limping,0.05,0.35,1
29,10,2,dominante_8nm,50,300,dwell,4,plugin,ar1,0.048,0.05,1
29,10,2,dominante_8nm,50,300,dwell,4,plugin,limping,0.048,0.2,1
29,10,2,dominante_8nm,50,300,dwell,4,mm,ar1,0.048,0.05,1
29,10,2,dominante_8nm,50,300,dwell,4,mm,limping,0.048,0.2,1
29,10,2,dominante_8nm,50,300,dwell,4,pt,ar1,0.048,0.05,1
29,10,2,dominante_8nm,50,300,dwell,4,pt,limping,0.048,0.2,1
29,10,2,dominante_8nm,50,300,dwell,4,nsb,ar1,0.05,0.05,1
29,10,2,dominante_8nm,50,300,dwell,4,nsb,limping,0.05,0.2,1
29,10,2,dominante_8nm,50,300,dwell,8,plugin,ar1,0.042,0.05,1
29,10,2,dominante_8nm,50,300,dwell,8,plugin,limping,0.042,0.2,1
29,10,2,dominante_8nm,50,300,dwell,8,mm,ar1,0.042,0.05,1
29,10,2,dominante_8nm,50,300,dwell,8,mm,limping,0.042,0.2,1
29,10,2,dominante_8nm,50,300,dwell,8,pt,ar1,0.042,0.05,1
29,10,2,dominante_8nm,50,300,dwell,8,pt,limping,0.042,0.2,1
29,10,2,dominante_8nm,50,300,dwell,8,nsb,ar1,0.044,0.05,1
29,10,2,dominante_8nm,50,300,dwell,8,nsb,limping,0.044,0.2,1
29,10,2,dominante_8nm,50,300,dwell_paso,4,plugin,ar1,0.048,,0.056
29,10,2,dominante_8nm,50,300,dwell_paso,4,plugin,limping,0.048,,0.058
29,10,2,dominante_8nm,50,300,dwell_paso,4,mm,ar1,0.048,,0.056
29,10,2,dominante_8nm,50,300,dwell_paso,4,mm,limping,0.048,,0.058
29,10,2,dominante_8nm,50,300,dwell_paso,4,pt,ar1,0.048,,0.056
29,10,2,dominante_8nm,50,300,dwell_paso,4,pt,limping,0.048,,0.058
29,10,2,dominante_8nm,50,300,dwell_paso,4,nsb,ar1,0.048,,0.054
29,10,2,dominante_8nm,50,300,dwell_paso,4,nsb,limping,0.048,,0.058
29,10,2,dominante_8nm,50,300,dwell_paso,8,plugin,ar1,0.042,,0.058
29,10,2,dominante_8nm,50,300,dwell_paso,8,plugin,limping,0.042,,0.056
29,10,2,dominante_8nm,50,300,dwell_paso,8,mm,ar1,0.042,,0.058
29,10,2,dominante_8nm,50,300,dwell_paso,8,mm,limping,0.042,,0.056
29,10,2,dominante_8nm,50,300,dwell_paso,8,pt,ar1,0.042,,0.058
29,10,2,dominante_8nm,50,300,dwell_paso,8,pt,limping,0.042,,0.056
29,10,2,dominante_8nm,50,300,dwell_paso,8,nsb,ar1,0.042,,0.058
29,10,2,dominante_8nm,50,300,dwell_paso,8,nsb,limping,0.042,,0.058
30,10,2,dominante_8nm,100,50,evento,4,plugin,ar1,0.05,0.2,1
30,10,2,dominante_8nm,100,50,evento,4,plugin,limping,0.05,0.35,1
30,10,2,dominante_8nm,100,50,evento,4,mm,ar1,0.05,0.2,1
30,10,2,dominante_8nm,100,50,evento,4,mm,limping,0.05,0.35,1
30,10,2,dominante_8nm,100,50,evento,4,pt,ar1,0.05,0.2,1
30,10,2,dominante_8nm,100,50,evento,4,pt,limping,0.05,0.35,1
30,10,2,dominante_8nm,100,50,evento,4,nsb,ar1,0.048,0.2,1
30,10,2,dominante_8nm,100,50,evento,4,nsb,limping,0.048,0.35,1
30,10,2,dominante_8nm,100,50,evento,8,plugin,ar1,0.028,0.2,1
30,10,2,dominante_8nm,100,50,evento,8,plugin,limping,0.028,0.35,1
30,10,2,dominante_8nm,100,50,evento,8,mm,ar1,0.034,0.2,1
30,10,2,dominante_8nm,100,50,evento,8,mm,limping,0.034,0.35,1
30,10,2,dominante_8nm,100,50,evento,8,pt,ar1,0.028,0.2,1
30,10,2,dominante_8nm,100,50,evento,8,pt,limping,0.028,0.35,1
30,10,2,dominante_8nm,100,50,evento,8,nsb,ar1,0.036,0.2,1
30,10,2,dominante_8nm,100,50,evento,8,nsb,limping,0.036,0.35,1
30,10,2,dominante_8nm,100,50,dwell,4,plugin,ar1,0.042,0.1,1
30,10,2,dominante_8nm,100,50,dwell,4,plugin,limping,0.042,0.2,1
30,10,2,dominante_8nm,100,50,dwell,4,mm,ar1,0.042,0.1,1
30,10,2,dominante_8nm,100,50,dwell,4,mm,limping,0.042,0.2,1
30,10,2,dominante_8nm,100,50,dwell,4,pt,ar1,0.042,0.1,1
30,10,2,dominante_8nm,100,50,dwell,4,pt,limping,0.042,0.2,1
30,10,2,dominante_8nm,100,50,dwell,4,nsb,ar1,0.042,0.1,1
30,10,2,dominante_8nm,100,50,dwell,4,nsb,limping,0.042,0.2,1
30,10,2,dominante_8nm,100,50,dwell,8,plugin,ar1,0.036,0.1,1
30,10,2,dominante_8nm,100,50,dwell,8,plugin,limping,0.036,0.35,1
30,10,2,dominante_8nm,100,50,dwell,8,mm,ar1,0.036,0.1,1
30,10,2,dominante_8nm,100,50,dwell,8,mm,limping,0.036,0.35,1
30,10,2,dominante_8nm,100,50,dwell,8,pt,ar1,0.036,0.1,1
30,10,2,dominante_8nm,100,50,dwell,8,pt,limping,0.036,0.35,1
30,10,2,dominante_8nm,100,50,dwell,8,nsb,ar1,0.04,0.1,1
30,10,2,dominante_8nm,100,50,dwell,8,nsb,limping,0.04,0.35,1
30,10,2,dominante_8nm,100,50,paso,4,plugin,ar1,0.048,,0.062
30,10,2,dominante_8nm,100,50,paso,4,plugin,limping,0.048,,0.056
30,10,2,dominante_8nm,100,50,paso,4,mm,ar1,0.048,,0.062
30,10,2,dominante_8nm,100,50,paso,4,mm,limping,0.048,,0.056
30,10,2,dominante_8nm,100,50,paso,4,pt,ar1,0.048,,0.062
30,10,2,dominante_8nm,100,50,paso,4,pt,limping,0.048,,0.056
30,10,2,dominante_8nm,100,50,paso,4,nsb,ar1,0.048,,0.06
30,10,2,dominante_8nm,100,50,paso,4,nsb,limping,0.048,,0.052
30,10,2,dominante_8nm,100,50,paso,8,plugin,ar1,0.048,,0.062
30,10,2,dominante_8nm,100,50,paso,8,plugin,limping,0.048,,0.056
30,10,2,dominante_8nm,100,50,paso,8,mm,ar1,0.048,,0.062
30,10,2,dominante_8nm,100,50,paso,8,mm,limping,0.048,,0.056
30,10,2,dominante_8nm,100,50,paso,8,pt,ar1,0.048,,0.062
30,10,2,dominante_8nm,100,50,paso,8,pt,limping,0.048,,0.056
30,10,2,dominante_8nm,100,50,paso,8,nsb,ar1,0.048,,0.06
30,10,2,dominante_8nm,100,50,paso,8,nsb,limping,0.048,,0.052
30,10,2,dominante_8nm,100,50,dwell_paso,4,plugin,ar1,0.04,,0.07
30,10,2,dominante_8nm,100,50,dwell_paso,4,plugin,limping,0.04,,0.056
30,10,2,dominante_8nm,100,50,dwell_paso,4,mm,ar1,0.04,,0.07
30,10,2,dominante_8nm,100,50,dwell_paso,4,mm,limping,0.04,,0.056
30,10,2,dominante_8nm,100,50,dwell_paso,4,pt,ar1,0.04,,0.07
30,10,2,dominante_8nm,100,50,dwell_paso,4,pt,limping,0.04,,0.056
30,10,2,dominante_8nm,100,50,dwell_paso,4,nsb,ar1,0.04,,0.07
30,10,2,dominante_8nm,100,50,dwell_paso,4,nsb,limping,0.04,,0.056
30,10,2,dominante_8nm,100,50,dwell_paso,8,plugin,ar1,0.04,,0.062
30,10,2,dominante_8nm,100,50,dwell_paso,8,plugin,limping,0.04,,0.06
30,10,2,dominante_8nm,100,50,dwell_paso,8,mm,ar1,0.04,,0.062
30,10,2,dominante_8nm,100,50,dwell_paso,8,mm,limping,0.04,,0.06
30,10,2,dominante_8nm,100,50,dwell_paso,8,pt,ar1,0.04,,0.062
30,10,2,dominante_8nm,100,50,dwell_paso,8,pt,limping,0.04,,0.06
30,10,2,dominante_8nm,100,50,dwell_paso,8,nsb,ar1,0.04,,0.062
30,10,2,dominante_8nm,100,50,dwell_paso,8,nsb,limping,0.04,,0.062
31,10,2,dominante_8nm,100,100,evento,4,plugin,ar1,0.046,0.1,1
31,10,2,dominante_8nm,100,100,evento,4,plugin,limping,0.046,0.35,1
31,10,2,dominante_8nm,100,100,evento,4,mm,ar1,0.046,0.1,1
31,10,2,dominante_8nm,100,100,evento,4,mm,limping,0.046,0.35,1
31,10,2,dominante_8nm,100,100,evento,4,pt,ar1,0.046,0.1,1
31,10,2,dominante_8nm,100,100,evento,4,pt,limping,0.046,0.35,1
31,10,2,dominante_8nm,100,100,evento,4,nsb,ar1,0.042,0.1,1
31,10,2,dominante_8nm,100,100,evento,4,nsb,limping,0.042,0.35,1
31,10,2,dominante_8nm,100,100,evento,8,plugin,ar1,0.05,0.2,1
31,10,2,dominante_8nm,100,100,evento,8,plugin,limping,0.05,0.35,1
31,10,2,dominante_8nm,100,100,evento,8,mm,ar1,0.048,0.2,1
31,10,2,dominante_8nm,100,100,evento,8,mm,limping,0.048,0.35,1
31,10,2,dominante_8nm,100,100,evento,8,pt,ar1,0.05,0.2,1
31,10,2,dominante_8nm,100,100,evento,8,pt,limping,0.05,0.35,1
31,10,2,dominante_8nm,100,100,evento,8,nsb,ar1,0.048,0.2,1
31,10,2,dominante_8nm,100,100,evento,8,nsb,limping,0.048,0.35,1
31,10,2,dominante_8nm,100,100,paso,4,plugin,ar1,0.046,,0.058
31,10,2,dominante_8nm,100,100,paso,4,plugin,limping,0.046,,0.068
31,10,2,dominante_8nm,100,100,paso,4,mm,ar1,0.046,,0.058
31,10,2,dominante_8nm,100,100,paso,4,mm,limping,0.046,,0.068
31,10,2,dominante_8nm,100,100,paso,4,pt,ar1,0.046,,0.058
31,10,2,dominante_8nm,100,100,paso,4,pt,limping,0.046,,0.068
31,10,2,dominante_8nm,100,100,paso,4,nsb,ar1,0.046,,0.056
31,10,2,dominante_8nm,100,100,paso,4,nsb,limping,0.046,,0.068
31,10,2,dominante_8nm,100,100,paso,8,plugin,ar1,0.046,,0.058
31,10,2,dominante_8nm,100,100,paso,8,plugin,limping,0.046,,0.068
31,10,2,dominante_8nm,100,100,paso,8,mm,ar1,0.046,,0.058
31,10,2,dominante_8nm,100,100,paso,8,mm,limping,0.046,,0.068
31,10,2,dominante_8nm,100,100,paso,8,pt,ar1,0.046,,0.058
31,10,2,dominante_8nm,100,100,paso,8,pt,limping,0.046,,0.068
31,10,2,dominante_8nm,100,100,paso,8,nsb,ar1,0.046,,0.056
31,10,2,dominante_8nm,100,100,paso,8,nsb,limping,0.046,,0.068
32,10,2,dominante_8nm,100,300,evento,4,plugin,ar1,0.05,0.05,1
32,10,2,dominante_8nm,100,300,evento,4,plugin,limping,0.05,0.2,1
32,10,2,dominante_8nm,100,300,evento,4,mm,ar1,0.05,0.05,1
32,10,2,dominante_8nm,100,300,evento,4,mm,limping,0.05,0.2,1
32,10,2,dominante_8nm,100,300,evento,4,pt,ar1,0.05,0.05,1
32,10,2,dominante_8nm,100,300,evento,4,pt,limping,0.05,0.2,1
32,10,2,dominante_8nm,100,300,evento,4,nsb,ar1,0.05,0.05,1
32,10,2,dominante_8nm,100,300,evento,4,nsb,limping,0.05,0.2,1
32,10,2,dominante_8nm,100,300,evento,8,plugin,ar1,0.044,0.1,1
32,10,2,dominante_8nm,100,300,evento,8,plugin,limping,0.044,0.2,1
32,10,2,dominante_8nm,100,300,evento,8,mm,ar1,0.044,0.1,1
32,10,2,dominante_8nm,100,300,evento,8,mm,limping,0.044,0.2,1
32,10,2,dominante_8nm,100,300,evento,8,pt,ar1,0.044,0.1,1
32,10,2,dominante_8nm,100,300,evento,8,pt,limping,0.044,0.2,1
32,10,2,dominante_8nm,100,300,evento,8,nsb,ar1,0.05,0.1,1
32,10,2,dominante_8nm,100,300,evento,8,nsb,limping,0.05,0.2,1
32,10,2,dominante_8nm,100,300,dwell,4,plugin,ar1,0.048,0.05,1
32,10,2,dominante_8nm,100,300,dwell,4,plugin,limping,0.048,0.2,1
32,10,2,dominante_8nm,100,300,dwell,4,mm,ar1,0.048,0.05,1
32,10,2,dominante_8nm,100,300,dwell,4,mm,limping,0.048,0.2,1
32,10,2,dominante_8nm,100,300,dwell,4,pt,ar1,0.048,0.05,1
32,10,2,dominante_8nm,100,300,dwell,4,pt,limping,0.048,0.2,1
32,10,2,dominante_8nm,100,300,dwell,4,nsb,ar1,0.046,0.05,1
32,10,2,dominante_8nm,100,300,dwell,4,nsb,limping,0.046,0.2,1
32,10,2,dominante_8nm,100,300,dwell,8,plugin,ar1,0.05,0.05,1
32,10,2,dominante_8nm,100,300,dwell,8,plugin,limping,0.05,0.2,1
32,10,2,dominante_8nm,100,300,dwell,8,mm,ar1,0.05,0.05,1
32,10,2,dominante_8nm,100,300,dwell,8,mm,limping,0.05,0.2,1
32,10,2,dominante_8nm,100,300,dwell,8,pt,ar1,0.05,0.05,1
32,10,2,dominante_8nm,100,300,dwell,8,pt,limping,0.05,0.2,1
32,10,2,dominante_8nm,100,300,dwell,8,nsb,ar1,0.048,0.05,1
32,10,2,dominante_8nm,100,300,dwell,8,nsb,limping,0.048,0.2,1
32,10,2,dominante_8nm,100,300,paso,4,plugin,ar1,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,4,plugin,limping,0.042,,0.054
32,10,2,dominante_8nm,100,300,paso,4,mm,ar1,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,4,mm,limping,0.042,,0.054
32,10,2,dominante_8nm,100,300,paso,4,pt,ar1,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,4,pt,limping,0.042,,0.054
32,10,2,dominante_8nm,100,300,paso,4,nsb,ar1,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,4,nsb,limping,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,8,plugin,ar1,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,8,plugin,limping,0.042,,0.054
32,10,2,dominante_8nm,100,300,paso,8,mm,ar1,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,8,mm,limping,0.042,,0.054
32,10,2,dominante_8nm,100,300,paso,8,pt,ar1,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,8,pt,limping,0.042,,0.054
32,10,2,dominante_8nm,100,300,paso,8,nsb,ar1,0.042,,0.052
32,10,2,dominante_8nm,100,300,paso,8,nsb,limping,0.042,,0.052
33,10,2,dominante_8nm,200,50,evento,4,plugin,ar1,0.038,0.1,1
33,10,2,dominante_8nm,200,50,evento,4,plugin,limping,0.038,0.35,1
33,10,2,dominante_8nm,200,50,evento,4,mm,ar1,0.038,0.1,1
33,10,2,dominante_8nm,200,50,evento,4,mm,limping,0.038,0.35,1
33,10,2,dominante_8nm,200,50,evento,4,pt,ar1,0.038,0.1,1
33,10,2,dominante_8nm,200,50,evento,4,pt,limping,0.038,0.35,1
33,10,2,dominante_8nm,200,50,evento,4,nsb,ar1,0.038,0.1,1
33,10,2,dominante_8nm,200,50,evento,4,nsb,limping,0.038,0.35,1
33,10,2,dominante_8nm,200,50,evento,8,plugin,ar1,0.048,0.2,1
33,10,2,dominante_8nm,200,50,evento,8,plugin,limping,0.048,0.35,1
33,10,2,dominante_8nm,200,50,evento,8,pt,ar1,0.048,0.2,1
33,10,2,dominante_8nm,200,50,evento,8,pt,limping,0.048,0.35,1
33,10,2,dominante_8nm,200,50,dwell_paso,4,plugin,ar1,0.044,,0.06
33,10,2,dominante_8nm,200,50,dwell_paso,4,plugin,limping,0.044,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,4,mm,ar1,0.044,,0.06
33,10,2,dominante_8nm,200,50,dwell_paso,4,mm,limping,0.044,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,4,pt,ar1,0.044,,0.06
33,10,2,dominante_8nm,200,50,dwell_paso,4,pt,limping,0.044,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,4,nsb,ar1,0.044,,0.06
33,10,2,dominante_8nm,200,50,dwell_paso,4,nsb,limping,0.044,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,8,plugin,ar1,0.036,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,8,plugin,limping,0.036,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,8,mm,ar1,0.036,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,8,mm,limping,0.036,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,8,pt,ar1,0.036,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,8,pt,limping,0.036,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,8,nsb,ar1,0.036,,0.066
33,10,2,dominante_8nm,200,50,dwell_paso,8,nsb,limping,0.036,,0.066
34,10,2,dominante_8nm,200,100,evento,4,plugin,ar1,0.05,0.1,1
34,10,2,dominante_8nm,200,100,evento,4,plugin,limping,0.05,0.2,1
34,10,2,dominante_8nm,200,100,evento,4,mm,ar1,0.05,0.1,1
34,10,2,dominante_8nm,200,100,evento,4,mm,limping,0.05,0.2,1
34,10,2,dominante_8nm,200,100,evento,4,pt,ar1,0.05,0.1,1
34,10,2,dominante_8nm,200,100,evento,4,pt,limping,0.05,0.2,1
34,10,2,dominante_8nm,200,100,evento,4,nsb,ar1,0.05,0.1,1
34,10,2,dominante_8nm,200,100,evento,4,nsb,limping,0.05,0.2,1
34,10,2,dominante_8nm,200,100,dwell,4,plugin,ar1,0.048,0.05,1
34,10,2,dominante_8nm,200,100,dwell,4,plugin,limping,0.048,0.2,1
34,10,2,dominante_8nm,200,100,dwell,4,mm,ar1,0.048,0.05,1
34,10,2,dominante_8nm,200,100,dwell,4,mm,limping,0.048,0.2,1
34,10,2,dominante_8nm,200,100,dwell,4,pt,ar1,0.048,0.05,1
34,10,2,dominante_8nm,200,100,dwell,4,pt,limping,0.048,0.2,1
34,10,2,dominante_8nm,200,100,dwell,4,nsb,ar1,0.048,0.05,1
34,10,2,dominante_8nm,200,100,dwell,4,nsb,limping,0.048,0.2,1
34,10,2,dominante_8nm,200,100,dwell,8,plugin,ar1,0.046,0.05,1
34,10,2,dominante_8nm,200,100,dwell,8,plugin,limping,0.046,0.2,1
34,10,2,dominante_8nm,200,100,dwell,8,mm,ar1,0.046,0.05,1
34,10,2,dominante_8nm,200,100,dwell,8,mm,limping,0.046,0.2,1
34,10,2,dominante_8nm,200,100,dwell,8,pt,ar1,0.046,0.05,1
34,10,2,dominante_8nm,200,100,dwell,8,pt,limping,0.046,0.2,1
34,10,2,dominante_8nm,200,100,dwell,8,nsb,ar1,0.044,0.05,1
34,10,2,dominante_8nm,200,100,dwell,8,nsb,limping,0.044,0.2,1
34,10,2,dominante_8nm,200,100,paso,4,plugin,ar1,0.046,,0.058
34,10,2,dominante_8nm,200,100,paso,4,plugin,limping,0.046,,0.064
34,10,2,dominante_8nm,200,100,paso,4,mm,ar1,0.046,,0.058
34,10,2,dominante_8nm,200,100,paso,4,mm,limping,0.046,,0.064
34,10,2,dominante_8nm,200,100,paso,4,pt,ar1,0.046,,0.058
34,10,2,dominante_8nm,200,100,paso,4,pt,limping,0.046,,0.064
34,10,2,dominante_8nm,200,100,paso,4,nsb,ar1,0.046,,0.06
34,10,2,dominante_8nm,200,100,paso,4,nsb,limping,0.046,,0.07
34,10,2,dominante_8nm,200,100,paso,8,plugin,ar1,0.046,,0.058
34,10,2,dominante_8nm,200,100,paso,8,plugin,limping,0.046,,0.064
34,10,2,dominante_8nm,200,100,paso,8,mm,ar1,0.046,,0.058
34,10,2,dominante_8nm,200,100,paso,8,mm,limping,0.046,,0.064
34,10,2,dominante_8nm,200,100,paso,8,pt,ar1,0.046,,0.058
34,10,2,dominante_8nm,200,100,paso,8,pt,limping,0.046,,0.064
34,10,2,dominante_8nm,200,100,paso,8,nsb,ar1,0.046,,0.06
34,10,2,dominante_8nm,200,100,paso,8,nsb,limping,0.046,,0.07
34,10,2,dominante_8nm,200,100,dwell_paso,4,plugin,ar1,0.046,,0.06
34,10,2,dominante_8nm,200,100,dwell_paso,4,plugin,limping,0.046,,0.072
34,10,2,dominante_8nm,200,100,dwell_paso,4,mm,ar1,0.046,,0.06
34,10,2,dominante_8nm,200,100,dwell_paso,4,mm,limping,0.046,,0.072
34,10,2,dominante_8nm,200,100,dwell_paso,4,pt,ar1,0.046,,0.06
34,10,2,dominante_8nm,200,100,dwell_paso,4,pt,limping,0.046,,0.072
34,10,2,dominante_8nm,200,100,dwell_paso,4,nsb,ar1,0.044,,0.06
34,10,2,dominante_8nm,200,100,dwell_paso,4,nsb,limping,0.044,,0.072
34,10,2,dominante_8nm,200,100,dwell_paso,8,plugin,ar1,0.04,,0.062
34,10,2,dominante_8nm,200,100,dwell_paso,8,plugin,limping,0.04,,0.056
34,10,2,dominante_8nm,200,100,dwell_paso,8,mm,ar1,0.04,,0.062
34,10,2,dominante_8nm,200,100,dwell_paso,8,mm,limping,0.04,,0.056
34,10,2,dominante_8nm,200,100,dwell_paso,8,pt,ar1,0.04,,0.062
34,10,2,dominante_8nm,200,100,dwell_paso,8,pt,limping,0.04,,0.056
34,10,2,dominante_8nm,200,100,dwell_paso,8,nsb,ar1,0.04,,0.062
34,10,2,dominante_8nm,200,100,dwell_paso,8,nsb,limping,0.04,,0.056
35,10,2,dominante_8nm,200,300,evento,4,plugin,ar1,0.044,0.05,1
35,10,2,dominante_8nm,200,300,evento,4,plugin,limping,0.044,0.2,1
35,10,2,dominante_8nm,200,300,evento,4,mm,ar1,0.044,0.05,1
35,10,2,dominante_8nm,200,300,evento,4,mm,limping,0.044,0.2,1
35,10,2,dominante_8nm,200,300,evento,4,pt,ar1,0.044,0.05,1
35,10,2,dominante_8nm,200,300,evento,4,pt,limping,0.044,0.2,1
35,10,2,dominante_8nm,200,300,evento,4,nsb,ar1,0.044,0.05,1
35,10,2,dominante_8nm,200,300,evento,4,nsb,limping,0.044,0.2,1
